Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Default)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	Condition Name	Condition Type	KC (Tokens)	KC Category (Tokens)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	KC (Intro CS Concepts)	KC Category (Intro CS Concepts)	KC (Tokens Merged)	KC Category (Tokens Merged)	School	Class	Event Type
3043	All Data	3bfbe44cadfff8695d50303af53c4079	S058	1	2016-02-14 05:15:00		6.667	ATTEMPT		RESULT		programming	raiseToPower	1	2016-02-14 05:14:00	Parameter	1	1	CORRECT			def raiseToPower(x,y):\n    return x**y					hint_first		novice_class		Parameter		Single-KC		KC258		Programming Language Fundamentals		Parameter				
3044	All Data	1c9681d0836e19f311f41b33b7139216	S058	1	2016-02-14 05:15:00		6.667	ATTEMPT		RESULT		programming	raiseToPower	1	2016-02-14 05:14:00	Function Definition	1	1	CORRECT			def raiseToPower(x,y):\n    return x**y					hint_first		novice_class		Function Definition		Single-KC		KC129		Class and Functions		Function Definition				
3045	All Data	c4589df8b651ac6f1f38a3ae381a3ce3	S058	1	2016-02-14 05:15:00		6.667	ATTEMPT		RESULT		programming	raiseToPower	1	2016-02-14 05:14:00	Power	1	1	CORRECT			def raiseToPower(x,y):\n    return x**y					hint_first		novice_class		Power		Single-KC		KC244		Arithmetic Operations		Power				
3046	All Data	8315d495bb02a7b194d663bf617623c4	S058	1	2016-02-14 05:16:00		5.455	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-02-14 05:15:00	Module	1	1	CORRECT			import math\ndef convertToDegrees(x):\n    return x * (180 / math.pi)					hint_first		novice_class		Module		Single-KC		KC220		Data Types and Structures		Module				
3047	All Data	04719993de141e83ead80125a72ffa41	S058	1	2016-02-14 05:16:00		5.455	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-02-14 05:15:00	Arguments	1	1	CORRECT			import math\ndef convertToDegrees(x):\n    return x * (180 / math.pi)					hint_first		novice_class		Arguments		Single-KC		KC222		Class and Functions		Function Definition				
3048	All Data	634043399339dc868d7deaef44da3c3c	S058	1	2016-02-14 05:16:00		5.455	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-02-14 05:15:00	Load	1	1	CORRECT			import math\ndef convertToDegrees(x):\n    return x * (180 / math.pi)					hint_first		novice_class		Load		Single-KC		KC138		Programming Language Fundamentals		Load				
3049	All Data	c903ce5fc9d9f7e5fadf6f25cd2c350b	S058	1	2016-02-14 05:16:00		5.455	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-02-14 05:15:00	Import	1	1	CORRECT			import math\ndef convertToDegrees(x):\n    return x * (180 / math.pi)					hint_first		novice_class		Import		Single-KC		KC213		Programming Language Fundamentals		Import				
3050	All Data	5214e0a6dca6bf8f813a614516fb8495	S058	1	2016-02-14 05:16:00		5.455	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-02-14 05:15:00	Return	1	1	CORRECT			import math\ndef convertToDegrees(x):\n    return x * (180 / math.pi)					hint_first		novice_class		Return		Single-KC		KC19		Class and Functions		Function Definition				
3051	All Data	11f4d3d85453065fa14de034436e4725	S058	1	2016-02-14 05:16:00		5.455	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-02-14 05:15:00	Call	1	1	INCORRECT			import math\ndef convertToDegrees(x):\n    return x * (180 / math.pi)	Omission Error				hint_first		novice_class		Call		Single-KC		KC228		Class and Functions		Function Definition				
3052	All Data	90eae4ce783bb444e85d1a67895731cd	S058	1	2016-02-14 05:16:00		5.455	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-02-14 05:15:00	Name	1	1	CORRECT			import math\ndef convertToDegrees(x):\n    return x * (180 / math.pi)					hint_first		novice_class		Name		Single-KC		KC233		Variables		Name				
3053	All Data	f8d07f55214e692256539cf51a4e24d3	S058	1	2016-02-14 05:16:00		5.455	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-02-14 05:15:00	Parameter	1	1	CORRECT			import math\ndef convertToDegrees(x):\n    return x * (180 / math.pi)					hint_first		novice_class		Parameter		Single-KC		KC115		Programming Language Fundamentals		Parameter				
3054	All Data	3c1034fab9b60fc07294aea9abf8410e	S058	1	2016-02-14 05:16:00		5.455	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-02-14 05:15:00	Function Definition	1	1	CORRECT			import math\ndef convertToDegrees(x):\n    return x * (180 / math.pi)					hint_first		novice_class		Function Definition		Single-KC		KC39		Class and Functions		Function Definition				
3055	All Data	ea0eadef9c4f3a064eb3a0d080bb0ded	S058	1	2016-02-14 05:16:00		5.455	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-02-14 05:15:00	Attribute	1	1	CORRECT			import math\ndef convertToDegrees(x):\n    return x * (180 / math.pi)					hint_first		novice_class		Attribute		Single-KC		KC68		Class and Functions		Function Definition				
3056	All Data	277796791784be7fda8110de89dd90ff	S058	1	2016-02-14 05:16:00		5.455	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-02-14 05:15:00	Alias	1	1	CORRECT			import math\ndef convertToDegrees(x):\n    return x * (180 / math.pi)					hint_first		novice_class		Alias		Single-KC		KC234		Variables		Alias				
3057	All Data	64c3d21a1e10c5822b5579668e82d609	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Module	1	1	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Module		Single-KC		KC81		Data Types and Structures		Module				
3058	All Data	11c0ac2a8d798a05ca31c2542278186d	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Divide	1	0	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Divide		Single-KC		KC49		Arithmetic Operations		Divide				
3059	All Data	1606e93c479db6e2da7773c9d1b0c632	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Assign	1	1	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Assign		Single-KC		KC54		Variables		Assign				
3060	All Data	8158cf922f8fe84ee7cad0557ef02e36	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Number	1	0	INCORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2	Commission Error				hint_first		novice_class		Number		Single-KC		KC184		Data Types and Structures		Number				
3061	All Data	51cb5aac6c15cf62330791eba88d8fa2	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Unary Operation	1	1	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Unary Operation		Single-KC		KC188		Arithmetic Operations		Unary Operation				
3062	All Data	524b42ca70fba1186e4e822f1c78ea82	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Arguments	1	1	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Arguments		Single-KC		KC38		Class and Functions		Function Definition				
3063	All Data	35f0798a4f8d2d088c0d7cdd65a3e302	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Store	1	1	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Store		Single-KC		KC20		Variables		Store				
3064	All Data	9ba199804c0afea1079d3454035bde6f	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Subtract	1	0	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Subtract		Single-KC		KC28		Arithmetic Operations		Subtract				
3065	All Data	50b05f00567a6b561d5d33c02c61c91c	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Binary Operation	1	0	INCORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2	Commission Error				hint_first		novice_class		Binary Operation		Single-KC		KC239		Arithmetic Operations		Binary Operation				
3066	All Data	80000caf46ea8a52633992e6deb18a22	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Load	1	0	INCORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2	Commission Error				hint_first		novice_class		Load		Single-KC		KC111		Programming Language Fundamentals		Load				
3067	All Data	d1affc5087a74ffe485b8c7399acee43	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Return	1	1	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Return		Single-KC		KC116		Class and Functions		Function Definition				
3068	All Data	49f1415ca95d704cbc9582f024722403	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Add	1	1	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Add		Single-KC		KC158		Arithmetic Operations		Add				
3069	All Data	4dca74f45943939c99cf3a3c925f2eb1	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Function Definition	1	1	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Function Definition		Single-KC		KC79		Class and Functions		Function Definition				
3070	All Data	35022fa6a7a4112f278c818dccc6024d	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Name	1	0	INCORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2	Commission Error				hint_first		novice_class		Name		Single-KC		KC73		Variables		Name				
3071	All Data	dfc365ae37628b417d895376d8e0fdcd	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Unsigned Subtract	1	1	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Unsigned Subtract		Single-KC		KC119		Arithmetic Operations		Unsigned Subtract				
3072	All Data	566e79d395527a3f88c228048ab39631	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Parameter	1	1	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Parameter		Single-KC		KC100		Programming Language Fundamentals		Parameter				
3073	All Data	1fedcba6671d238870f10e9091b14b09	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Power	1	0	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4ac)**(1/2))/2a\n    x2 = (-b-(b**2-4ac)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Power		Single-KC		KC43		Arithmetic Operations		Power				
3074	All Data	d20c99a1dcf52b3aca8c1d924c806ff7	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Number	2	0	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4*a*c)**(1/2))/2a\n    x2 = (-b-(b**2-4*a*c)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Number		Single-KC		KC184		Data Types and Structures		Number				
3075	All Data	332791349e68a8138d9a01d0b9eff575	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Binary Operation	2	0	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4*a*c)**(1/2))/2a\n    x2 = (-b-(b**2-4*a*c)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Binary Operation		Single-KC		KC239		Arithmetic Operations		Binary Operation				
3076	All Data	e9c5494f952e7d24c994c43bd754b603	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Load	2	0	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4*a*c)**(1/2))/2a\n    x2 = (-b-(b**2-4*a*c)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Load		Single-KC		KC111		Programming Language Fundamentals		Load				
3077	All Data	ddc748a61535cfca89bd981f9a161040	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Multiply	1	0	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4*a*c)**(1/2))/2a\n    x2 = (-b-(b**2-4*a*c)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Multiply		Single-KC		KC257		Arithmetic Operations		Multiply				
3078	All Data	f78a7d0da941732cc54c8081008b89fe	S058	1	2016-02-14 05:19:00		8.182	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Name	2	0	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4*a*c)**(1/2))/2a\n    x2 = (-b-(b**2-4*a*c)**(1/2))/2a\n    if x1>x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Name		Single-KC		KC73		Variables		Name				
3079	All Data	c5e08fd3a52502db76f19ab382a9b515	S058	1	2016-02-14 05:21:00		40	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Divide	2	1	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4*a*c)**(0.5))/2a\n    x2 = (-b-(b**2-4*a*c)**(0.5))/2a\n    if x1 > x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Divide		Single-KC		KC49		Arithmetic Operations		Divide				
3080	All Data	6d657e9229cd8441f5e1db5d69cb5ad7	S058	1	2016-02-14 05:21:00		40	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Number	3	0	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4*a*c)**(0.5))/2a\n    x2 = (-b-(b**2-4*a*c)**(0.5))/2a\n    if x1 > x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Number		Single-KC		KC184		Data Types and Structures		Number				
3081	All Data	722be864ec46d358e68bd6f8563d7f00	S058	1	2016-02-14 05:21:00		40	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Binary Operation	3	0	CORRECT			def findRoot(a,b,c):\n    x1 = (-b+(b**2-4*a*c)**(0.5))/2a\n    x2 = (-b-(b**2-4*a*c)**(0.5))/2a\n    if x1 > x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Binary Operation		Single-KC		KC239		Arithmetic Operations		Binary Operation				
3082	All Data	5bd9a620f0c95310c70baf6b69e4a36b	S058	1	2016-02-14 05:22:00		7.5	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Number	4	1	CORRECT			import math\ndef findRoot(a,b,c):\n    x1 = (-b+math.sqrt(b**2 - 4*a*c)) / (2*a)\n    x2 = (-b-math.sqrt(b**2 - 4*a*c)) / (2*a)\n    if x1 > x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Number		Single-KC		KC184		Data Types and Structures		Number				
3083	All Data	77c32a88c17ca541f39ca0b8652bfecd	S058	1	2016-02-14 05:22:00		7.5	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Subtract	2	1	CORRECT			import math\ndef findRoot(a,b,c):\n    x1 = (-b+math.sqrt(b**2 - 4*a*c)) / (2*a)\n    x2 = (-b-math.sqrt(b**2 - 4*a*c)) / (2*a)\n    if x1 > x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Subtract		Single-KC		KC28		Arithmetic Operations		Subtract				
3084	All Data	bf52cb241fffa5e8d2f6cb3dfe50c846	S058	1	2016-02-14 05:22:00		7.5	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Binary Operation	4	1	CORRECT			import math\ndef findRoot(a,b,c):\n    x1 = (-b+math.sqrt(b**2 - 4*a*c)) / (2*a)\n    x2 = (-b-math.sqrt(b**2 - 4*a*c)) / (2*a)\n    if x1 > x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Binary Operation		Single-KC		KC239		Arithmetic Operations		Binary Operation				
3085	All Data	2b3d6f2505afb91fa8b3c04a7f90c3ed	S058	1	2016-02-14 05:22:00		7.5	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Load	3	1	CORRECT			import math\ndef findRoot(a,b,c):\n    x1 = (-b+math.sqrt(b**2 - 4*a*c)) / (2*a)\n    x2 = (-b-math.sqrt(b**2 - 4*a*c)) / (2*a)\n    if x1 > x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Load		Single-KC		KC111		Programming Language Fundamentals		Load				
3086	All Data	cf07744f0a3b9d6845bc5434f7538104	S058	1	2016-02-14 05:22:00		7.5	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Call	1	1	CORRECT			import math\ndef findRoot(a,b,c):\n    x1 = (-b+math.sqrt(b**2 - 4*a*c)) / (2*a)\n    x2 = (-b-math.sqrt(b**2 - 4*a*c)) / (2*a)\n    if x1 > x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Call		Single-KC		KC151		Class and Functions		Function Definition				
3087	All Data	0180f06c01c5a117dd9ed87c27ff4fa4	S058	1	2016-02-14 05:22:00		7.5	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Multiply	2	1	CORRECT			import math\ndef findRoot(a,b,c):\n    x1 = (-b+math.sqrt(b**2 - 4*a*c)) / (2*a)\n    x2 = (-b-math.sqrt(b**2 - 4*a*c)) / (2*a)\n    if x1 > x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Multiply		Single-KC		KC257		Arithmetic Operations		Multiply				
3088	All Data	38a452b3e412cb0a7e9d75ef47babd1c	S058	1	2016-02-14 05:22:00		7.5	ATTEMPT		RESULT		programming	findRoot	1	2016-02-14 05:16:00	Name	3	1	CORRECT			import math\ndef findRoot(a,b,c):\n    x1 = (-b+math.sqrt(b**2 - 4*a*c)) / (2*a)\n    x2 = (-b-math.sqrt(b**2 - 4*a*c)) / (2*a)\n    if x1 > x2:\n        return x1\n    else:\n        return x2					hint_first		novice_class		Name		Single-KC		KC73		Variables		Name				
